# Simulated MCMC Chain Data for UAT Framework (H0, k_early, omega_b, log_likelihood)
H0	k_early	omega_b	log_likelihood 
7.089149e+01	9.698123e-01	2.211270e-02	-1.449820e+03
7.283037e+01	9.806215e-01	2.253281e-02	-1.449850e+03
7.392428e+01	9.705793e-01	2.227150e-02	-1.450844e+03
7.242963e+01	9.712298e-01	2.251505e-02	-1.451220e+03
7.415298e+01	9.678042e-01	2.224265e-02	-1.450050e+03
7.213078e+01	9.594992e-01	2.230048e-02	-1.451726e+03
7.358339e+01	9.546961e-01	2.249398e-02	-1.448011e+03
7.207368e+01	9.492220e-01	2.228811e-02	-1.450767e+03
7.219797e+01	9.702658e-01	2.236331e-02	-1.449241e+03
7.203118e+01	9.754239e-01	2.239852e-02	-1.451694e+03
7.292534e+01	9.598157e-01	2.246086e-02	-1.451208e+03
7.259664e+01	9.724973e-01	2.264593e-02	-1.450816e+03
7.280839e+01	9.687339e-01	2.257353e-02	-1.450557e+03
7.498872e+01	9.777702e-01	2.233592e-02	-1.448765e+03
7.482021e+01	9.806943e-01	2.229773e-02	-1.449335e+03
7.082137e+01	9.680570e-01	2.241423e-02	-1.448928e+03
7.316581e+01	9.814682e-01	2.249233e-02	-1.449551e+03
7.335251e+01	9.763070e-01	2.257809e-02	-1.448775e+03
7.315596e+01	9.710507e-01	2.259918e-02	-1.449920e+03
7.378469e+01	9.656475e-01	2.255369e-02	-1.451095e+03
7.306762e+01	9.591386e-01	2.255386e-02	-1.451990e+03
7.264334e+01	9.647913e-01	2.237422e-02	-1.450562e+03
7.291877e+01	9.425206e-01	2.229563e-02	-1.450280e+03
7.313004e+01	9.671069e-01	2.245274e-02	-1.450981e+03
7.234547e+01	9.674027e-01	2.248062e-02	-1.451864e+03
7.222288e+01	9.807849e-01	2.194654e-02	-1.452580e+03
7.291451e+01	9.852993e-01	2.229486e-02	-1.449088e+03
7.265742e+01	9.721127e-01	2.252831e-02	-1.451056e+03
7.328257e+01	9.537035e-01	2.235482e-02	-1.450963e+03
7.380793e+01	9.397783e-01	2.244655e-02	-1.451319e+03
7.380975e+01	9.435684e-01	2.231033e-02	-1.448949e+03
7.217058e+01	9.685256e-01	2.242992e-02	-1.449979e+03
7.200649e+01	9.734913e-01	2.240474e-02	-1.451174e+03
7.228807e+01	9.630939e-01	2.250342e-02	-1.449130e+03
7.244301e+01	9.524997e-01	2.237161e-02	-1.450997e+03
7.251605e+01	9.737367e-01	2.204155e-02	-1.450267e+03
7.370218e+01	9.565851e-01	2.232251e-02	-1.451238e+03
7.306481e+01	9.793904e-01	2.229018e-02	-1.449837e+03
7.300364e+01	9.782019e-01	2.221075e-02	-1.450934e+03
7.350197e+01	9.428621e-01	2.282018e-02	-1.450973e+03
7.382047e+01	9.681095e-01	2.244411e-02	-1.451407e+03
7.372334e+01	9.582144e-01	2.235317e-02	-1.452305e+03
7.331364e+01	9.613401e-01	2.245741e-02	-1.448952e+03
7.390113e+01	9.737841e-01	2.218790e-02	-1.450383e+03
7.335151e+01	9.518575e-01	2.236187e-02	-1.449714e+03
7.464276e+01	9.434882e-01	2.235250e-02	-1.453490e+03
7.255308e+01	9.618063e-01	2.233446e-02	-1.450083e+03
7.304789e+01	9.478892e-01	2.229620e-02	-1.451640e+03
7.242709e+01	9.731755e-01	2.241624e-02	-1.451443e+03
7.421189e+01	9.714678e-01	2.253219e-02	-1.449717e+03
7.238475e+01	9.591315e-01	2.265297e-02	-1.450081e+03
7.259976e+01	9.871034e-01	2.252113e-02	-1.450994e+03
7.316778e+01	9.599549e-01	2.265117e-02	-1.450414e+03
7.412402e+01	9.600007e-01	2.230978e-02	-1.451110e+03
7.196593e+01	9.700448e-01	2.249344e-02	-1.449592e+03
7.467193e+01	9.735105e-01	2.260552e-02	-1.448199e+03
7.238687e+01	9.590522e-01	2.248239e-02	-1.450651e+03
7.330451e+01	1.009444e+00	2.258677e-02	-1.449696e+03
7.290907e+01	9.806263e-01	2.241056e-02	-1.449778e+03
7.358010e+01	9.682330e-01	2.258816e-02	-1.449265e+03
7.409685e+01	9.673569e-01	2.232822e-02	-1.449478e+03
7.148835e+01	9.584797e-01	2.247455e-02	-1.450883e+03
7.161778e+01	9.378974e-01	2.248132e-02	-1.449102e+03
7.437375e+01	9.669597e-01	2.267069e-02	-1.451348e+03
7.207751e+01	9.720844e-01	2.249606e-02	-1.449506e+03
7.269367e+01	9.603612e-01	2.220599e-02	-1.449604e+03
7.311422e+01	9.782700e-01	2.243441e-02	-1.449433e+03
7.245725e+01	9.564182e-01	2.239407e-02	-1.450870e+03
7.384840e+01	9.480746e-01	2.247399e-02	-1.452866e+03
7.265977e+01	9.928146e-01	2.242810e-02	-1.448667e+03
7.368478e+01	9.710256e-01	2.249215e-02	-1.447908e+03
7.312388e+01	9.910450e-01	2.254047e-02	-1.449995e+03
7.274403e+01	9.741403e-01	2.228863e-02	-1.452031e+03
7.421682e+01	9.753432e-01	2.248723e-02	-1.450342e+03
7.327528e+01	9.700318e-01	2.229505e-02	-1.451643e+03
7.239939e+01	9.636348e-01	2.270045e-02	-1.452571e+03
7.429546e+01	9.629519e-01	2.219359e-02	-1.450934e+03
7.336331e+01	9.646275e-01	2.220127e-02	-1.447435e+03
7.404190e+01	9.618367e-01	2.258432e-02	-1.449685e+03
7.321367e+01	9.787927e-01	2.235551e-02	-1.449627e+03
7.493660e+01	9.645410e-01	2.257004e-02	-1.449050e+03
7.217089e+01	9.681987e-01	2.219417e-02	-1.449766e+03
7.363057e+01	9.762370e-01	2.248444e-02	-1.450169e+03
7.262642e+01	9.581117e-01	2.270933e-02	-1.449890e+03
7.169307e+01	9.711208e-01	2.228415e-02	-1.449782e+03
7.438396e+01	9.447095e-01	2.236352e-02	-1.451478e+03
7.214438e+01	9.621653e-01	2.232307e-02	-1.450050e+03
7.296722e+01	9.718022e-01	2.251041e-02	-1.450970e+03
7.361028e+01	9.799327e-01	2.232440e-02	-1.450049e+03
7.251942e+01	9.742030e-01	2.231549e-02	-1.448348e+03
7.233286e+01	9.851435e-01	2.233596e-02	-1.450005e+03
7.190962e+01	9.641244e-01	2.226664e-02	-1.450528e+03
7.180737e+01	9.567645e-01	2.240992e-02	-1.450081e+03
7.356882e+01	9.500632e-01	2.240932e-02	-1.449090e+03
7.293954e+01	9.892932e-01	2.244243e-02	-1.447990e+03
7.350052e+01	9.538610e-01	2.225002e-02	-1.450476e+03
7.298069e+01	9.773998e-01	2.262418e-02	-1.450446e+03
7.283459e+01	9.687363e-01	2.255821e-02	-1.450035e+03
7.408039e+01	9.607302e-01	2.212257e-02	-1.450411e+03
7.260925e+01	9.775195e-01	2.231324e-02	-1.450327e+03
7.244689e+01	9.490290e-01	2.242880e-02	-1.451411e+03
7.282341e+01	9.613315e-01	2.213450e-02	-1.449438e+03
7.320429e+01	9.759103e-01	2.226328e-02	-1.450397e+03
7.362665e+01	9.527435e-01	2.242135e-02	-1.449697e+03
7.314042e+01	9.822094e-01	2.229256e-02	-1.450352e+03
7.310618e+01	9.714461e-01	2.247124e-02	-1.449977e+03
7.169937e+01	9.564560e-01	2.227943e-02	-1.448823e+03
7.208513e+01	9.862279e-01	2.241895e-02	-1.451517e+03
7.492740e+01	9.718973e-01	2.229625e-02	-1.450985e+03
7.471102e+01	9.370032e-01	2.240215e-02	-1.449634e+03
7.246836e+01	9.759259e-01	2.249138e-02	-1.449921e+03
7.283500e+01	9.765993e-01	2.262990e-02	-1.450026e+03
7.296921e+01	9.867047e-01	2.242277e-02	-1.451419e+03
7.355278e+01	9.677097e-01	2.231321e-02	-1.449567e+03
7.249642e+01	9.741952e-01	2.239774e-02	-1.450025e+03
7.335006e+01	9.656762e-01	2.237860e-02	-1.449864e+03
7.365665e+01	9.772616e-01	2.244129e-02	-1.450235e+03
7.320367e+01	9.717843e-01	2.231310e-02	-1.448068e+03
7.309003e+01	9.778957e-01	2.236369e-02	-1.451290e+03
7.360175e+01	9.620900e-01	2.256522e-02	-1.448604e+03
7.303725e+01	9.670681e-01	2.217899e-02	-1.451426e+03
7.288279e+01	9.794451e-01	2.246249e-02	-1.448790e+03
7.409764e+01	9.647592e-01	2.237523e-02	-1.451094e+03
7.325730e+01	9.684512e-01	2.269159e-02	-1.450848e+03
7.169512e+01	9.767933e-01	2.230181e-02	-1.448717e+03
7.409533e+01	9.732060e-01	2.224445e-02	-1.450419e+03
7.327935e+01	9.582226e-01	2.244391e-02	-1.452264e+03
7.326973e+01	9.623597e-01	2.243555e-02	-1.450222e+03
7.400949e+01	9.721124e-01	2.240454e-02	-1.449810e+03
7.363179e+01	9.488148e-01	2.261246e-02	-1.450982e+03
7.331588e+01	9.738709e-01	2.218052e-02	-1.450568e+03
7.270300e+01	9.773627e-01	2.230163e-02	-1.449930e+03
7.326991e+01	1.002676e+00	2.273168e-02	-1.449154e+03
7.138175e+01	9.425254e-01	2.252465e-02	-1.450183e+03
7.436384e+01	9.440587e-01	2.248576e-02	-1.449702e+03
7.295406e+01	9.798051e-01	2.234145e-02	-1.449869e+03
7.155834e+01	9.707375e-01	2.245161e-02	-1.450299e+03
7.176632e+01	9.669299e-01	2.252506e-02	-1.451546e+03
7.160168e+01	9.628930e-01	2.253389e-02	-1.448342e+03
7.279400e+01	9.830795e-01	2.252816e-02	-1.452645e+03
7.420112e+01	9.879266e-01	2.260467e-02	-1.450541e+03
7.370528e+01	9.644577e-01	2.218757e-02	-1.451188e+03
7.405294e+01	9.788720e-01	2.231364e-02	-1.449524e+03
7.369038e+01	9.734908e-01	2.240885e-02	-1.449855e+03
7.295767e+01	9.639689e-01	2.226794e-02	-1.448922e+03
7.277505e+01	9.724641e-01	2.256257e-02	-1.448499e+03
7.230501e+01	9.668617e-01	2.237112e-02	-1.451271e+03
7.465259e+01	9.619524e-01	2.271290e-02	-1.449766e+03
7.295466e+01	9.729717e-01	2.244141e-02	-1.449563e+03
7.306011e+01	9.740908e-01	2.251838e-02	-1.450015e+03
7.287477e+01	9.783681e-01	2.230052e-02	-1.450680e+03
7.332033e+01	9.678227e-01	2.240741e-02	-1.449761e+03
7.350177e+01	9.655694e-01	2.247891e-02	-1.449482e+03
7.252478e+01	9.597423e-01	2.230761e-02	-1.450910e+03
7.347784e+01	9.577691e-01	2.222291e-02	-1.449222e+03
7.295700e+01	9.556746e-01	2.194385e-02	-1.450756e+03
7.324299e+01	9.616618e-01	2.257890e-02	-1.449782e+03
7.352873e+01	9.655464e-01	2.252897e-02	-1.451366e+03
7.270387e+01	9.553255e-01	2.236109e-02	-1.450359e+03
7.429836e+01	9.764046e-01	2.242546e-02	-1.450745e+03
7.291163e+01	9.854445e-01	2.243213e-02	-1.448882e+03
7.212325e+01	9.762094e-01	2.230946e-02	-1.450263e+03
7.285307e+01	9.591322e-01	2.246753e-02	-1.450034e+03
7.210570e+01	9.576179e-01	2.245376e-02	-1.450776e+03
7.310657e+01	9.774502e-01	2.215724e-02	-1.451519e+03
7.417196e+01	9.693799e-01	2.236103e-02	-1.450964e+03
7.255889e+01	9.434892e-01	2.227912e-02	-1.450104e+03
7.333366e+01	9.697224e-01	2.222976e-02	-1.450423e+03
7.309024e+01	9.704704e-01	2.236445e-02	-1.452264e+03
7.162868e+01	9.578419e-01	2.251145e-02	-1.450307e+03
7.238801e+01	9.592514e-01	2.244837e-02	-1.450772e+03
7.254788e+01	9.594855e-01	2.227756e-02	-1.450275e+03
7.262843e+01	9.849336e-01	2.243420e-02	-1.450627e+03
7.294775e+01	9.656786e-01	2.236108e-02	-1.449534e+03
7.517176e+01	9.605113e-01	2.238077e-02	-1.451690e+03
7.332743e+01	9.693410e-01	2.235056e-02	-1.450425e+03
7.273074e+01	9.663753e-01	2.235359e-02	-1.452411e+03
7.396318e+01	9.660912e-01	2.259927e-02	-1.449723e+03
7.359745e+01	9.736097e-01	2.257365e-02	-1.449888e+03
7.292942e+01	9.548963e-01	2.238198e-02	-1.451393e+03
7.186098e+01	9.507130e-01	2.233130e-02	-1.451362e+03
7.307994e+01	9.803659e-01	2.226961e-02	-1.448490e+03
7.422665e+01	9.580991e-01	2.241251e-02	-1.451398e+03
7.330631e+01	9.775974e-01	2.213871e-02	-1.451527e+03
7.342159e+01	9.939171e-01	2.214804e-02	-1.450027e+03
7.355830e+01	9.656211e-01	2.260635e-02	-1.449027e+03
7.306632e+01	9.697644e-01	2.226678e-02	-1.449352e+03
7.290805e+01	9.637486e-01	2.248141e-02	-1.449344e+03
7.347986e+01	9.650423e-01	2.226095e-02	-1.450827e+03
7.317611e+01	9.783454e-01	2.259234e-02	-1.449577e+03
7.242953e+01	9.621199e-01	2.230287e-02	-1.449874e+03
7.204403e+01	9.708270e-01	2.224667e-02	-1.449593e+03
7.397520e+01	9.424428e-01	2.252229e-02	-1.450474e+03
7.063164e+01	9.762168e-01	2.250704e-02	-1.450784e+03
7.150099e+01	9.747182e-01	2.256769e-02	-1.450960e+03
7.285586e+01	9.674185e-01	2.246292e-02	-1.451163e+03
7.351269e+01	9.761755e-01	2.244504e-02	-1.451063e+03
7.391557e+01	9.618650e-01	2.237334e-02	-1.451334e+03
7.249750e+01	9.797484e-01	2.242369e-02	-1.448391e+03
7.170109e+01	9.579183e-01	2.229966e-02	-1.450608e+03
7.337661e+01	9.641501e-01	2.236795e-02	-1.451589e+03
7.375879e+01	9.668867e-01	2.220628e-02	-1.451668e+03
7.211680e+01	9.798268e-01	2.232257e-02	-1.449583e+03
7.294482e+01	9.613422e-01	2.247120e-02	-1.448998e+03
7.271066e+01	9.886790e-01	2.242739e-02	-1.451901e+03
7.204059e+01	9.673336e-01	2.239622e-02	-1.449735e+03
7.433944e+01	9.710847e-01	2.232177e-02	-1.448410e+03
7.190894e+01	9.838658e-01	2.202317e-02	-1.450662e+03
7.267082e+01	9.591682e-01	2.256936e-02	-1.450287e+03
7.332277e+01	9.675951e-01	2.249595e-02	-1.449937e+03
7.227392e+01	9.673317e-01	2.266435e-02	-1.448877e+03
7.222128e+01	9.676516e-01	2.227175e-02	-1.450740e+03
7.173755e+01	9.599389e-01	2.281013e-02	-1.450811e+03
7.401297e+01	9.711490e-01	2.232344e-02	-1.449049e+03
7.260087e+01	9.716618e-01	2.254543e-02	-1.449404e+03
7.369769e+01	9.800374e-01	2.258659e-02	-1.450712e+03
7.200785e+01	9.560501e-01	2.231130e-02	-1.451334e+03
7.320307e+01	9.796866e-01	2.228781e-02	-1.451338e+03
7.343509e+01	9.563278e-01	2.249004e-02	-1.449670e+03
7.400905e+01	9.712053e-01	2.248422e-02	-1.450056e+03
7.192061e+01	9.535560e-01	2.229641e-02	-1.450716e+03
7.361896e+01	9.511270e-01	2.220027e-02	-1.448741e+03
7.374748e+01	9.856983e-01	2.258699e-02	-1.450208e+03
7.214279e+01	9.554889e-01	2.237552e-02	-1.450129e+03
7.288620e+01	9.637134e-01	2.231733e-02	-1.451317e+03
7.218773e+01	9.608047e-01	2.256537e-02	-1.450381e+03
7.333090e+01	9.664102e-01	2.213180e-02	-1.451662e+03
7.338581e+01	9.741968e-01	2.240697e-02	-1.449883e+03
7.404037e+01	9.757607e-01	2.229975e-02	-1.449790e+03
7.149258e+01	9.610772e-01	2.227615e-02	-1.451690e+03
7.359375e+01	9.703596e-01	2.242151e-02	-1.449267e+03
7.387130e+01	9.612911e-01	2.236024e-02	-1.451160e+03
7.204682e+01	9.900951e-01	2.261181e-02	-1.449630e+03
7.285286e+01	9.941827e-01	2.258387e-02	-1.450737e+03
7.230165e+01	9.685395e-01	2.203805e-02	-1.448532e+03
7.331468e+01	9.743058e-01	2.242404e-02	-1.451083e+03
7.283406e+01	9.595964e-01	2.267846e-02	-1.450421e+03
7.153495e+01	9.663593e-01	2.211766e-02	-1.451220e+03
7.245867e+01	9.608611e-01	2.239106e-02	-1.451509e+03
7.353261e+01	9.491155e-01	2.229054e-02	-1.450664e+03
7.263147e+01	9.599814e-01	2.258033e-02	-1.450938e+03
7.432857e+01	9.865255e-01	2.244716e-02	-1.448395e+03
7.450811e+01	9.517376e-01	2.230707e-02	-1.450309e+03
7.442286e+01	9.606182e-01	2.231252e-02	-1.450246e+03
7.250739e+01	9.830782e-01	2.236876e-02	-1.449878e+03
7.303487e+01	9.623735e-01	2.266807e-02	-1.448174e+03
7.398602e+01	9.741833e-01	2.233539e-02	-1.449108e+03
7.369638e+01	9.941248e-01	2.222027e-02	-1.449650e+03
7.490606e+01	9.438571e-01	2.241311e-02	-1.449214e+03
7.325111e+01	9.838676e-01	2.243791e-02	-1.449359e+03
7.457081e+01	9.666665e-01	2.234100e-02	-1.449923e+03
7.310722e+01	9.591940e-01	2.255198e-02	-1.449326e+03
7.257331e+01	9.699767e-01	2.237809e-02	-1.450622e+03
7.322308e+01	9.554676e-01	2.213893e-02	-1.451872e+03
7.211867e+01	9.716865e-01	2.258377e-02	-1.451559e+03
7.328752e+01	9.432741e-01	2.263532e-02	-1.451415e+03
7.458236e+01	9.652415e-01	2.264846e-02	-1.448976e+03
7.242944e+01	9.547873e-01	2.241435e-02	-1.450538e+03
7.309975e+01	9.912348e-01	2.233792e-02	-1.450119e+03
7.342112e+01	9.635473e-01	2.253619e-02	-1.449701e+03
7.514992e+01	9.374789e-01	2.243807e-02	-1.451167e+03
7.327543e+01	9.623510e-01	2.265951e-02	-1.450379e+03
7.273819e+01	9.509780e-01	2.236297e-02	-1.451755e+03
7.293429e+01	9.549600e-01	2.235020e-02	-1.449997e+03
7.299994e+01	9.785210e-01	2.243045e-02	-1.450488e+03
7.277909e+01	9.743345e-01	2.248352e-02	-1.450855e+03
7.132446e+01	9.632361e-01	2.233092e-02	-1.447995e+03
7.372881e+01	9.754163e-01	2.253371e-02	-1.449984e+03
7.245315e+01	9.450479e-01	2.216234e-02	-1.452617e+03
7.356734e+01	9.699703e-01	2.260118e-02	-1.449736e+03
7.376094e+01	9.606438e-01	2.231904e-02	-1.450578e+03
7.269423e+01	9.571844e-01	2.238083e-02	-1.450059e+03
7.246171e+01	9.767450e-01	2.214335e-02	-1.447307e+03
7.290894e+01	9.717663e-01	2.239705e-02	-1.451281e+03
7.375598e+01	9.678254e-01	2.232808e-02	-1.450009e+03
7.222970e+01	9.516182e-01	2.265694e-02	-1.451939e+03
7.477549e+01	9.803410e-01	2.226205e-02	-1.449893e+03
7.340280e+01	9.850532e-01	2.233909e-02	-1.449819e+03
7.080276e+01	9.761461e-01	2.235773e-02	-1.450338e+03
7.392189e+01	9.370743e-01	2.231648e-02	-1.452630e+03
7.114103e+01	9.670512e-01	2.279859e-02	-1.449204e+03
7.249109e+01	9.664336e-01	2.227351e-02	-1.449974e+03
7.199772e+01	9.601287e-01	2.248790e-02	-1.452320e+03
7.348541e+01	9.820317e-01	2.240747e-02	-1.449949e+03
7.348722e+01	9.641868e-01	2.231233e-02	-1.450427e+03
7.382877e+01	9.504203e-01	2.241902e-02	-1.449896e+03
7.465550e+01	9.590318e-01	2.233430e-02	-1.447183e+03
7.416905e+01	9.633902e-01	2.237366e-02	-1.449697e+03
7.412655e+01	9.595672e-01	2.249527e-02	-1.449865e+03
7.233567e+01	9.549344e-01	2.224938e-02	-1.448708e+03
7.413151e+01	9.521211e-01	2.278723e-02	-1.449700e+03
7.187418e+01	9.611241e-01	2.229962e-02	-1.451354e+03
7.257537e+01	9.710853e-01	2.247861e-02	-1.450363e+03
7.269489e+01	9.753235e-01	2.242955e-02	-1.449846e+03
7.285744e+01	9.724251e-01	2.240964e-02	-1.452030e+03
7.327484e+01	9.721794e-01	2.235247e-02	-1.447670e+03
7.381725e+01	9.744845e-01	2.233558e-02	-1.451405e+03
7.229933e+01	9.697108e-01	2.231272e-02	-1.449193e+03
7.336511e+01	9.821912e-01	2.264467e-02	-1.450734e+03
7.162379e+01	9.658671e-01	2.267216e-02	-1.449418e+03
7.268241e+01	9.653339e-01	2.247874e-02	-1.450450e+03
7.269790e+01	9.723640e-01	2.241757e-02	-1.449358e+03
7.295312e+01	9.677136e-01	2.242064e-02	-1.449634e+03
7.297507e+01	9.699354e-01	2.268000e-02	-1.450172e+03
7.301558e+01	9.632337e-01	2.255056e-02	-1.450850e+03
7.368724e+01	9.650354e-01	2.226026e-02	-1.449139e+03
7.265940e+01	9.698122e-01	2.238674e-02	-1.449754e+03
7.228863e+01	9.703815e-01	2.236338e-02	-1.450971e+03
7.453811e+01	9.456276e-01	2.235756e-02	-1.449682e+03
7.219696e+01	9.631664e-01	2.249948e-02	-1.449530e+03
7.351600e+01	9.607441e-01	2.249500e-02	-1.451403e+03
7.310518e+01	9.409297e-01	2.256639e-02	-1.450037e+03
7.271534e+01	9.825156e-01	2.236632e-02	-1.450325e+03
7.377227e+01	9.512494e-01	2.232966e-02	-1.449665e+03
7.374262e+01	9.674594e-01	2.237575e-02	-1.451477e+03
7.384111e+01	9.607204e-01	2.268099e-02	-1.451325e+03
7.241156e+01	9.670918e-01	2.245514e-02	-1.450117e+03
7.270384e+01	9.530877e-01	2.236684e-02	-1.451107e+03
7.329314e+01	9.695389e-01	2.227372e-02	-1.450282e+03
7.195139e+01	9.680318e-01	2.253253e-02	-1.449467e+03
7.306330e+01	9.665625e-01	2.239761e-02	-1.451507e+03
7.367327e+01	9.689004e-01	2.261532e-02	-1.450921e+03
7.338686e+01	9.754255e-01	2.250071e-02	-1.449737e+03
7.137692e+01	9.673691e-01	2.230533e-02	-1.449962e+03
7.279933e+01	9.593596e-01	2.235367e-02	-1.449573e+03
7.351176e+01	9.582212e-01	2.249800e-02	-1.449839e+03
7.356026e+01	9.568616e-01	2.236879e-02	-1.451750e+03
7.423147e+01	9.540337e-01	2.234877e-02	-1.450982e+03
7.296523e+01	9.662571e-01	2.238880e-02	-1.449141e+03
7.324699e+01	9.648183e-01	2.255556e-02	-1.449392e+03
7.282708e+01	9.641942e-01	2.237183e-02	-1.450781e+03
7.301975e+01	9.748839e-01	2.231226e-02	-1.450067e+03
7.276382e+01	9.723777e-01	2.249061e-02	-1.451116e+03
7.317091e+01	9.720824e-01	2.227898e-02	-1.450963e+03
7.310891e+01	9.744403e-01	2.237779e-02	-1.449627e+03
7.315735e+01	9.519567e-01	2.255960e-02	-1.450483e+03
7.354036e+01	9.651865e-01	2.223092e-02	-1.452292e+03
7.304750e+01	9.635615e-01	2.237426e-02	-1.450816e+03
7.218586e+01	9.713550e-01	2.216885e-02	-1.449648e+03
7.248210e+01	9.520819e-01	2.214259e-02	-1.450612e+03
7.322318e+01	9.632477e-01	2.251816e-02	-1.450037e+03
7.365640e+01	9.732103e-01	2.249762e-02	-1.450968e+03
7.254851e+01	9.813303e-01	2.233436e-02	-1.451707e+03
7.346060e+01	9.586666e-01	2.230428e-02	-1.450871e+03
7.362543e+01	9.788126e-01	2.248398e-02	-1.450778e+03
7.111996e+01	9.547375e-01	2.229198e-02	-1.449947e+03
7.312293e+01	9.842858e-01	2.232829e-02	-1.449213e+03
7.120008e+01	9.859775e-01	2.255884e-02	-1.451403e+03
7.292124e+01	9.539646e-01	2.252732e-02	-1.451358e+03
7.231985e+01	9.654821e-01	2.244017e-02	-1.449157e+03
7.089730e+01	9.759016e-01	2.227250e-02	-1.450080e+03
7.253678e+01	9.578401e-01	2.254699e-02	-1.449895e+03
7.169029e+01	9.738841e-01	2.266324e-02	-1.449046e+03
7.394983e+01	9.686301e-01	2.219215e-02	-1.449243e+03
7.346381e+01	9.564737e-01	2.228352e-02	-1.448868e+03
7.331437e+01	9.591483e-01	2.240023e-02	-1.450391e+03
7.461898e+01	9.719653e-01	2.250539e-02	-1.451294e+03
7.250686e+01	9.726491e-01	2.238245e-02	-1.450415e+03
7.331649e+01	9.699100e-01	2.241903e-02	-1.451713e+03
7.298208e+01	9.642180e-01	2.256723e-02	-1.449462e+03
7.257685e+01	9.856269e-01	2.246372e-02	-1.448254e+03
7.314691e+01	9.652339e-01	2.259097e-02	-1.449659e+03
7.307973e+01	9.597573e-01	2.202044e-02	-1.449481e+03
7.286721e+01	9.840156e-01	2.215086e-02	-1.449895e+03
7.284170e+01	9.676027e-01	2.215954e-02	-1.448689e+03
7.395145e+01	9.697170e-01	2.248380e-02	-1.448444e+03
7.248856e+01	9.559850e-01	2.238579e-02	-1.450668e+03
7.324787e+01	9.525749e-01	2.248866e-02	-1.449202e+03
7.188485e+01	9.607359e-01	2.239558e-02	-1.449227e+03
7.228786e+01	9.649115e-01	2.224666e-02	-1.451018e+03
7.399252e+01	9.557902e-01	2.246003e-02	-1.450876e+03
7.359800e+01	9.849877e-01	2.230529e-02	-1.452167e+03
7.315394e+01	9.483372e-01	2.254155e-02	-1.452013e+03
7.269309e+01	9.584591e-01	2.245175e-02	-1.450421e+03
7.273422e+01	9.891243e-01	2.255257e-02	-1.449665e+03
7.274644e+01	9.663646e-01	2.228269e-02	-1.451085e+03
7.424984e+01	9.690385e-01	2.239434e-02	-1.451657e+03
7.229411e+01	9.423221e-01	2.236564e-02	-1.452438e+03
7.242010e+01	9.609959e-01	2.260474e-02	-1.451505e+03
7.312805e+01	9.798307e-01	2.253712e-02	-1.450202e+03
7.335071e+01	9.745941e-01	2.208563e-02	-1.449515e+03
7.143885e+01	9.598165e-01	2.232081e-02	-1.450136e+03
7.331733e+01	9.645000e-01	2.242862e-02	-1.449861e+03
6.991330e+01	9.678226e-01	2.236249e-02	-1.448829e+03
7.245150e+01	9.798462e-01	2.221603e-02	-1.450216e+03
7.329730e+01	9.906948e-01	2.283114e-02	-1.449823e+03
7.261985e+01	9.636152e-01	2.255299e-02	-1.451610e+03
7.309472e+01	9.879712e-01	2.227730e-02	-1.450763e+03
7.417308e+01	9.523982e-01	2.233883e-02	-1.450676e+03
7.305335e+01	9.560375e-01	2.241866e-02	-1.448798e+03
7.273080e+01	9.513573e-01	2.239392e-02	-1.451604e+03
7.343378e+01	9.844722e-01	2.257177e-02	-1.448187e+03
7.168269e+01	9.587248e-01	2.253216e-02	-1.450647e+03
7.298847e+01	9.754944e-01	2.237211e-02	-1.450229e+03
7.360623e+01	9.644251e-01	2.215842e-02	-1.450470e+03
7.203053e+01	9.889108e-01	2.247550e-02	-1.450460e+03
7.271976e+01	9.523401e-01	2.262406e-02	-1.449139e+03
7.264105e+01	9.683230e-01	2.238572e-02	-1.450670e+03
7.179636e+01	9.699145e-01	2.249602e-02	-1.449685e+03
7.336507e+01	9.776449e-01	2.225169e-02	-1.451470e+03
7.178190e+01	9.706853e-01	2.245981e-02	-1.450157e+03
7.335848e+01	9.565698e-01	2.250664e-02	-1.450369e+03
7.393711e+01	9.640611e-01	2.247843e-02	-1.451357e+03
7.222109e+01	9.706747e-01	2.254177e-02	-1.450423e+03
7.269894e+01	9.660440e-01	2.224165e-02	-1.450365e+03
7.267179e+01	9.729837e-01	2.245770e-02	-1.449545e+03
7.252097e+01	9.593924e-01	2.236565e-02	-1.448653e+03
7.225306e+01	9.592118e-01	2.290061e-02	-1.450839e+03
7.248213e+01	9.536515e-01	2.228653e-02	-1.450827e+03
7.214549e+01	9.920054e-01	2.247723e-02	-1.451343e+03
7.396354e+01	9.834935e-01	2.231450e-02	-1.450492e+03
7.266067e+01	9.679057e-01	2.255320e-02	-1.449770e+03
7.317608e+01	9.734690e-01	2.242628e-02	-1.450138e+03
7.427734e+01	9.622945e-01	2.259572e-02	-1.451245e+03
7.333375e+01	9.670014e-01	2.266524e-02	-1.450168e+03
7.289153e+01	9.756875e-01	2.267827e-02	-1.450580e+03
7.171895e+01	9.678816e-01	2.225112e-02	-1.448428e+03
7.367222e+01	9.608626e-01	2.276028e-02	-1.449621e+03
7.324156e+01	9.619342e-01	2.243247e-02	-1.448967e+03
7.430465e+01	9.626566e-01	2.261589e-02	-1.449440e+03
7.207763e+01	9.581482e-01	2.248265e-02	-1.449780e+03
7.278734e+01	9.328244e-01	2.235335e-02	-1.450971e+03
